"id","pos_id","position_name","subposition","status","code","order_id","type_code","gcode","level_edu","duration_typ","csbanew"
"364","9022014011611","BELABO","NARSINGDI",,"Thana","364",,,,,
"365","9022014006680","MANOHARDI","NARSINGDI",,"Thana","365",,,,,
"366","9022014012362","NARSINGDI SADAR","NARSINGDI",,"Thana","366",,,,,
"367","9022014013815","PALASH","NARSINGDI",,"Thana","367",,,,,
"368","9022014007577","ROYPURA","NARSINGDI",,"Thana","368",,,,,
"369","9022014009484","SHIBPUR","NARSINGDI",,"Thana","369",,,,,
"370","9022014005570","ATPARA","NETROKONA",,"Thana","370",,,,,
"371","9022014005618","BARHATTA","NETROKONA",,"Thana","371",,,,,
"372","9022014008523","DURGAPUR","NETROKONA",,"Thana","372",,,,,
"373","9022014004573","KHALIAJURI","NETROKONA",,"Thana","373",,,,,
"374","9022014005486","KALMAKANDA","NETROKONA",,"Thana","374",,,,,
"375","9022014005936","KENDUA THANA","NETROKONA",,"Thana","375",,,,,
"376","9022014008768","MADAN","NETROKONA",,"Thana","376",,,,,
"377","9022014010374","MOHANGANJ","NETROKONA",,"Thana","377",,,,,
"378","9022014004805","NETROKONA SADAR","NETROKONA",,"Thana","378",,,,,
"379","9022014014024","PURBADHALA","NETROKONA",,"Thana","379",,,,,
"380","9022014011899","BALIAKANDI","RAJBARI",,"Thana","380",,,,,
"381","9022014009250","GOALANDAGHAT","RAJBARI",,"Thana","381",,,,,
"382","9022014012671","PANGSHA","RAJBARI",,"Thana","382",,,,,
"383","9022014012464","RAJBARI SADAR","RAJBARI",,"Thana","383",,,,,
"384","9022014005202","BHEDARGANJ","SHARIATPUR",,"Thana","384",,,,,
"385","9022014010435","DAMUDYA","SHARIATPUR",,"Thana","385",,,,,
"386","9022014013963","GOSAIRHAT","SHARIATPUR",,"Thana","386",,,,,
"387","9022014006135","NARIA","SHARIATPUR",,"Thana","387",,,,,
"388","9022014006944","PALONG SADAR","SHARIATPUR",,"Thana","388",,,,,
"389","9022014006161","ZANJIRA","SHARIATPUR",,"Thana","389",,,,,
"848","2092014094310","BANDARBAN SADAR","BANDARBAN",,"Thana","832",,,,,
